sku,name,description,image,type,price,shipping,manufacturer,class_id,sub_class1_id,num_classes
1736055,kate spade new york - Folio Case for Apple® iPad® Air 2 - Pink,Compatible with Apple iPad Air 2; Saffiano vegan leather front cover; soft-touch hard shell frame; multiple hands-free viewing modes,http://img.bbystatic.com/BestBuy_US/images/products/1736/1736055_sa.jpg,HardGood,79.99,0,kate spade new york,abcat0500000,pcmcat309900050001,2
1737009,LG - 23.8 Cu. Ft. Bottom-Freezer Refrigerator - White,"ENERGY STAR Certified
Digital temperature controls; multi-airflow freshness system; spill-proof glass shelves; full-width door shelving; flip-up door bin; humidity-controlled crisper; gallon door storage; adjustable drawers",http://img.bbystatic.com/BestBuy_US/images/products/1737/1737009_sa.jpg,HardGood,1399.99,,LG,abcat0900000,abcat0901000,2
1737755,"APC - APC, Back-UPS Pro 500VA UPS, BG500, Battery Back-Up Systems, Video Accessories - Black","ENERGY STAR Certified
680 joules of protection; 4 outlets, including 2 configurable outlets; rechargeable lithium-ion battery; network manageable; multiple mounting options; 6' power cord",http://img.bbystatic.com/BestBuy_US/images/pac/products/1310/1310350151/1310350151_sa.jpg,HardGood,299.99,0,APC,abcat0500000,abcat0515000,2
1738008,"GE - Profile Series 30"" Built-In Single Electric Convection Wall Oven - Stainless Steel","Glass touch controls; Brillion enabled; True European Convection with Direct Air cooking system; 10-pass, 2850W bake element; 10-pass, 4300W dual broil element",http://img.bbystatic.com/BestBuy_US/images/products/1738/1738008_sa.jpg,HardGood,2699.99,,GE,abcat0900000,abcat0904000,2
1738035,"Dell - Latitude 14"" Refurbished Laptop - Intel Core i5 - 4GB Memory - 160GB Hard Drive - Black","Refurbished
Windows 7, upgrade to Windows 10 for freeTechnical details: Intel&#174; Core&#8482; i5 processor; 14"" display; 4GB memory; 160GB hard driveSpecial features: Bluetooth",http://img.bbystatic.com/BestBuy_US/images/products/1738/1738035_sa.jpg,HardGood,335.99,0,Dell,abcat0500000,abcat0502000,2
1738323,Sony - Wrist Mount - Black,Compatible with most Action Cam cameras; plastic material; enables versatile self-filming; 360&#176; adjustment,http://img.bbystatic.com/BestBuy_US/images/products/1738/1738323_sa.jpg,HardGood,29.99,5.49,Sony,abcat0400000,abcat0410000,2
1738332,Sony - Open Skeleton Frame - Black,"Compatible with most Action Cam cameras; plastic material; lightweight, compact, open design; adjustable design; includes frame case, attachment and L-type attachment",http://img.bbystatic.com/BestBuy_US/images/products/1738/1738332_500x500_sa.jpg,HardGood,29.99,5.49,Sony,abcat0400000,abcat0410022,2
1738369,Sony - Dog Mount - Black,Compatible with most Action Cam cameras; fits most medium- to large-size dogs; plastic material; includes tilt buckle and mount pad with belt,http://img.bbystatic.com/BestBuy_US/images/products/1738/1738369_500x500_sa.jpg,HardGood,44.99,0,Sony,pcmcat312300050015,pcmcat248700050021,2
1738378,Sony - Action Cam Waterproof Case - Black,"Compatible with most Action Cam cameras; polyurethane material; interior side pockets and straps; water-resistant, semi-hard design",http://img.bbystatic.com/BestBuy_US/images/products/1738/1738378_500x500_sa.jpg,HardGood,34.99,5.49,Sony,abcat0400000,abcat0410022,2
1738438,"Lenovo - ThinkPad 14"" Refurbished Laptop - Intel Core 2 Duo - 2GB Memory - 160GB Hard Drive - Black","RefurbishedWindows 7, upgrade to Windows 10 for freeTechnical details: Intel&#174; Core&#8482;2 Duo processor; 14"" display; 2GB memory; 160GB hard driveSpecial features: Bluetooth",http://img.bbystatic.com/BestBuy_US/images/products/1738/1738438_sa.jpg,HardGood,257.99,0,Lenovo,abcat0500000,abcat0502000,2
1738447,"GE - 30"" Freestanding Gas Range - White-on-White","Electronic touch controls; 5,000 BTU precise simmer burner; slide-out broiler drawer",http://img.bbystatic.com/BestBuy_US/images/products/1738/1738447_sa.jpg,HardGood,549.99,,GE,abcat0900000,abcat0904000,2
1738465,"GE - 30"" Self-Cleaning Freestanding Gas Range - White-on-White","Electronic touch controls; 5,000-12,500 BTUs of heat; 5,000 BTU precise simmer burner; Sabbath mode; storage drawer",http://img.bbystatic.com/BestBuy_US/images/products/1738/1738465_sa.jpg,HardGood,649.99,109.99,GE,abcat0900000,abcat0904000,2
1738506,Atlantic - Onyx CD Tower - Matte Black,Steel,http://img.bbystatic.com/BestBuy_US/images/products/1738/1738506_105x105_sc.jpg,HardGood,29.99,8.99,Atlantic,abcat0100000,abcat0106000,2
1738727,"HP - Elitebook 14"" Refurbished Laptop - Intel Core i5 - 4GB Memory - 500GB Hard Drive - Black","RefurbishedWindows 7, upgrade to Windows 10 for freeTechnical details: 2nd Gen Intel&#174; Core&#8482; i5 processor; 14"" display; 4GB memory; 500GB hard driveSpecial features: Webcam not included",http://img.bbystatic.com/BestBuy_US/images/products/1738/1738727_sa.jpg,HardGood,318.99,0,HP,abcat0500000,abcat0502000,2
1738736,"Dell - Latitude 14"" Refurbished Laptop - Intel Core i5 - 4GB Memory - 500GB Hard Drive - Black","RefurbishedWindows 7, upgrade to Windows 10 for freeTechnical details: Intel&#174; Core&#8482; i5 processor; 14"" display; 4GB memory; 500GB hard driveSpecial features: Bluetooth",http://img.bbystatic.com/BestBuy_US/images/products/1738/1738736_sa.jpg,HardGood,329.99,8.49,Dell,abcat0500000,abcat0502000,2
1738754,"HP - Elitebook 14"" Refurbished Laptop - Intel Core i5 - 4GB Memory - 160GB Hard Drive - Black","RefurbishedWindows 7, upgrade to Windows 10 for freeTechnical details: 2nd Gen Intel&#174; Core&#8482; i5 processor; 14"" display; 4GB memory; 160GB hard driveSpecial features: Webcam not included",http://img.bbystatic.com/BestBuy_US/images/products/1738/1738754_sa.jpg,HardGood,252.99,0,HP,abcat0500000,abcat0502000,2
1738772,"Dell - Latitude 14"" Refurbished Laptop - Intel Core 2 Duo - 2GB Memory - 160GB Hard Drive - Black","RefurbishedWindows 7, upgrade to Windows 10 for freeTechnical details: Intel&#174; Core&#8482;2 Duo processor; 14"" display; 2GB memory; 160GB hard driveSpecial features: Bluetooth",http://img.bbystatic.com/BestBuy_US/images/products/1738/1738772_sa.jpg,HardGood,258.99,0,Dell,abcat0500000,abcat0502000,2
1738828,Scosche - S-10/S-15 Installation Kit for Select GMC and Chevrolet Vehicles - Black,Compatible with select GMC and Chevrolet vehicles; allows the installation of most stereo head units; ABS plastic material,http://img.bbystatic.com/BestBuy_US/images/products/1738/1738828_rc.jpg,HardGood,16.99,0,Scosche,abcat0300000,pcmcat165900050023,2
1739097,Metra Electronics - G.M. Speaker Harness-New,This speaker harness allows you to connect aftermarket car speakers to your vehicle's wiring,http://img.bbystatic.com/BestBuy_US/images/products/1739/1739097_sa.jpg,HardGood,13.99,0,Metra Electronics,abcat0300000,pcmcat165900050023,2
1739098,PowerA - DUALSHOCK 4 Charging Station for PlayStation 4 - Black,Charge and store your controllers to keep them game-ready,http://img.bbystatic.com/BestBuy_US/images/products/1739/1739098_sa.jpg,HardGood,24.99,3.99,PowerA,abcat0700000,pcmcat295700050012,2
1739177,Metra - Speaker Wire Adapter for Most Chrysler Vehicles - Black,Compatible with most Chrysler vehicles; connects factory speaker wires to aftermarket speakers,http://img.bbystatic.com/BestBuy_US/images/products/1739/1739177_rc.jpg,HardGood,13.99,0,Metra,abcat0300000,pcmcat165900050023,2
1740039,Belkin - HDMI-to-VGA Adapter - Black/White,Lets you connect your Apple&#174; TV to a VGA-enabled projector; converts digital HDMI output to analog VGA signal; 3.5mm audio port; 6' cord,http://img.bbystatic.com/BestBuy_US/images/products/1740/1740039_sa.jpg,HardGood,49.99,0,Belkin,abcat0100000,abcat0107000,2
1740057,PDP - Rock Candy Light Chuck Controller for Nintendo Wii - Green,Attain both functionality and style with this colorful controller,http://img.bbystatic.com/BestBuy_US/images/products/1740/1740057_sa.jpg,HardGood,12.99,3.99,PDP,abcat0700000,abcat0706000,2
1740108,PDP - Rock Candy Light Chuck Controller for Nintendo Wii - Blue,Attain both functionality and style with this colorful controller,http://img.bbystatic.com/BestBuy_US/images/products/1740/1740108_sa.jpg,HardGood,12.99,3.99,PDP,abcat0700000,abcat0706000,2
1740135,PDP - Rock Candy Light Chuck Controller for Nintendo Wii - Pink,Attain both functionality and style with this colorful controller,http://img.bbystatic.com/BestBuy_US/images/products/1740/1740135_sa.jpg,HardGood,12.99,3.99,PDP,abcat0700000,abcat0706000,2
1740334,Metra - Turbo Wire Aftermarket Radio Wire Harness Adapter for Select Ford Vehicles - Multicolor,Compatible with most 1986-2000 Ford vehicles; connects an aftermarket radio to your car's harness,http://img.bbystatic.com/BestBuy_US/images/products/1740/1740334_rc.jpg,HardGood,16.99,0,Metra,abcat0300000,pcmcat165900050023,2
1741001,Belkin - Mini Display Port-to-HDMI Adapter - Black/White,Lets you connect your compatible laptop to your HDTV; plug-and-play design; molded strain relief,http://img.bbystatic.com/BestBuy_US/images/products/1741/1741001_sa.jpg,HardGood,29.99,0,Belkin,abcat0100000,abcat0107000,2
1741029,Apple - iPhone® 5s 16GB - Space Gray (AT&T),"4-inch Retina displayA7 chip with 64-bit desktop-class architectureiSight

camera with True Tone flash and slo-mo video at 120 fpsLTE wirelessTouch ID fingerprint sensor",http://img.bbystatic.com/BestBuy_US/images/products/1741/1741029_sa.jpg,HardGood,499.98,0,Apple,abcat0800000,pcmcat209400050001,2
1742019,Belkin - USB 2.0-to-Ethernet Adapter - Black,10/100 Mbps network connectivity; USB-to-LAN alternative for gaming consoles,http://img.bbystatic.com/BestBuy_US/images/products/1742/1742019_sa.jpg,HardGood,29.99,0,Belkin,abcat0500000,abcat0515000,2
1742028,Belkin - 6' Mini DisplayPort-to-HDMI Cable - Black,Lets you connect your compatible laptop or tablet to your HDTV; plug-and-play design; molded strain relief,http://img.bbystatic.com/BestBuy_US/images/products/1742/1742028_sa.jpg,HardGood,44.99,0,Belkin,abcat0100000,abcat0107000,2
1743555,Dell - AC511 1.0-Channel Wired USB Soundbar (1-Piece),Compatible with select Dell monitors; active stereo speaker; external audio amplifier; headphone jack,http://img.bbystatic.com/BestBuy_US/images/products/1743/1743555_sa.jpg,HardGood,34.99,0,Dell,abcat0200000,pcmcat241600050001,2
1744017,Xtreem - Maxi Quad Starship Quadcopter - Black/Red,XTREEM Maxi Quad Starship Quadcopter: Xtreem's Easy-Fly Gyro technology; 4-axis design; performs advanced flight moves indoors; 2.4GHz wireless signal; up to 330' range; for ages 11 years and up,http://img.bbystatic.com/BestBuy_US/images/products/1744/1744017_sa.jpg,HardGood,59.99,0,Xtreem,pcmcat252700050006,abcat0714014,2
1744026,Xtreem - Atom Quadcopter - Blue/White,XTREEM Atom Quadcopter: Xtreem Easy-Fly gyro technology; 2.4GHz wireless control; 8-way multidirectional controls; 7 minutes of flight time; for ages 11 and up,http://img.bbystatic.com/BestBuy_US/images/products/1744/1744026_sa.jpg,HardGood,39.99,0,Xtreem,pcmcat252700050006,abcat0714014,2
1744035,Xtreem - Micro Attack Helicopter - Gray,"XTREEM Micro Attack Helicopter: Xtreem's Easy-Fly Gyro technology; performs turns, dives and stunts; infrared frequency; 3-channel remote; up to 6 minutes of flying time on a full charge; for ages 11 years and up",http://img.bbystatic.com/BestBuy_US/images/products/1744/1744035_sa.jpg,HardGood,29.99,6.49,Xtreem,pcmcat252700050006,abcat0714014,2
1746148,Olympus - OM-D E-M1 Mirrorless Camera (Body Only) - Black,"16.3-megapixel sensorISO up to 1600, expandable to 25,600Shooting speeds up to 10 fpsGPS capability",http://img.bbystatic.com/BestBuy_US/images/products/1746/1746148_sa.jpg,HardGood,1099.99,0,Olympus,abcat0400000,abcat0401000,2
1746166,Olympus - M.Zuiko 12-40mm f/2.8 Wide-Angle Zoom Lens for Most Micro Four Thirds-Format Cameras - Black,"Compatible with most Micro Four Thirds-format cameras; high-speed Imager AF (MSC); 62mm filter; 7.9"" minimum focus distance; up to 0.3x maximum magnification",http://img.bbystatic.com/BestBuy_US/images/products/1746/1746166_sa.jpg,HardGood,999.99,0,Olympus,abcat0400000,abcat0410000,2
1746184,DENAQ - AC Power Adapter for Select Dell Laptops - Black,"Compatible with select Dell Inspiron, Latitude, Precision, Studio, Vostro and XPS laptops; 4.6-amp output; 19.5V power rating; 7.4mm to 5mm tip size (outer x inner); safety fuses; smart technology",http://img.bbystatic.com/BestBuy_US/images/products/1746/1746184_sa.jpg,HardGood,25.99,5.99,DENAQ,abcat0500000,abcat0515000,2
1746193,DENAQ - 9-Cell Lithium-Ion Battery for Select Dell Inspiron Laptops,"Compatible with Dell Inspiron 1525, 1526, 1545, PP29L and PP41L laptop models; 11.1V of power; 6600 mAh capacity; overcharge protection; smart technology; no memory effect",http://img.bbystatic.com/BestBuy_US/images/products/1746/1746193_sa.jpg,HardGood,134.99,0,DENAQ,abcat0500000,abcat0515000,2
1746208,"DENAQ - 6-Cell Lithium-Ion Battery for Select Dell Inspiron, Latitude and Precision Laptops","Compatible with select Dell Inspiron, Latitude and Precision laptops; 11.1V of power; 4400 mAh capacity; overcharge protection; smart technology; no memory effect",http://img.bbystatic.com/BestBuy_US/images/products/1746/1746208_sa.jpg,HardGood,47.99,0,DENAQ,abcat0500000,abcat0515000,2
1746217,DENAQ - 6-Cell Lithium-Ion Battery for Select HP EliteBook and ProBook Laptops,Compatible with select HP EliteBook and ProBook laptops; 10.8V of power; 4400 mAh capacity; overcharge protection; smart technology; no memory effect,http://img.bbystatic.com/BestBuy_US/images/products/1746/1746217_500x500_sa.jpg,HardGood,49.99,0,DENAQ,abcat0500000,abcat0515000,2
1746226,DENAQ - 6-Cell Lithium-Ion Battery for Select Toshiba Satellite Laptops,Compatible with select Toshiba Satellite laptops; 10.8V of power; 4400 mAh capacity; overcharge protection; smart technology; no memory effect,http://img.bbystatic.com/BestBuy_US/images/products/1746/1746226_sa.jpg,HardGood,49.99,0,DENAQ,abcat0500000,abcat0515000,2
1746235,DENAQ - AC Power Adapter for Select HP Deskjet Printers - Black,Compatible with select HP Deskjet printers; 1.1-amp output; 18.5V power rating; 5.5mm to 2.5mm tip size,http://img.bbystatic.com/BestBuy_US/images/products/1746/1746235_sa.jpg,HardGood,20.99,5.99,DENAQ,pcmcat312300050015,abcat0805000,2
1746244,DENAQ - 6-Cell Lithium-Ion Battery for Select Toshiba Laptops,"Compatible with select Toshiba Dynabook, Equium, Portege, Satellite and Satellite Pro laptops; 10.8V of power; 4400 mAh capacity; overcharge protection; smart technology; no memory effect",http://img.bbystatic.com/BestBuy_US/images/products/1746/1746244_sa.jpg,HardGood,49.99,0,DENAQ,abcat0500000,abcat0515000,2
1746253,DENAQ - 8-Cell Lithium-Ion Battery for Select HP Pavilion Laptops,Compatible with select HP Pavilion laptops; 14.4V of power; 5200 mAh capacity; overcharge protection; smart technology; no memory effect,http://img.bbystatic.com/BestBuy_US/images/products/1746/1746253_sa.jpg,HardGood,55.99,0,DENAQ,abcat0500000,abcat0515000,2
1746262,DENAQ - 6-Cell Lithium-Ion Battery for Select Toshiba Satellite and Tecra Laptops,Compatible with select Toshiba Satellite and Tecra laptops; 10.8V of power; 4400 mAh capacity; overcharge protection; smart technology; no memory effect,http://img.bbystatic.com/BestBuy_US/images/products/1746/1746262_sa.jpg,HardGood,49.99,0,DENAQ,abcat0500000,abcat0515000,2
1746271,DENAQ - 12-Cell Lithium-Ion Battery for Select HP Laptops,Compatible with select HP laptops; 10.8V of power; 8800 mAh capacity; overcharge protection; smart technology; no memory effect,http://img.bbystatic.com/BestBuy_US/images/products/1746/1746271_sa.jpg,HardGood,69.99,0,DENAQ,abcat0500000,abcat0515000,2
1746299,DENAQ - AC Power Adapter for Select Apple® MacBook® and MacBook Pro Laptops - White,"Compatible with select 13"" Apple MacBook and 13"", 15"" and 17"" MacBook Pro laptops; 4.6-amp output; 18.5V power rating; 5-pin MagSafe tip; safety fuses; smart technology",http://img.bbystatic.com/BestBuy_US/images/products/1746/1746299_sa.jpg,HardGood,29.99,5.99,DENAQ,abcat0500000,abcat0515000,2
1746303,DLC - 110-LED Video Light,"Compatible with select DSLR cameras; variable light output and color temperature; includes a module adapter, snap-on front diffuser panel and camera ball-head mount",http://img.bbystatic.com/BestBuy_US/images/products/1746/1746303_500x500_sa.jpg,HardGood,139.99,0,DLC,abcat0400000,abcat0410000,2
1746312,RPS - TTL Dedicated External Flash - Black,Compatible with most Canon eTTL and eTTL2 DSLR cameras; infrared AF assist beam; up to 90&#176; bounce; up to 330&#176; horizontal rotation; 28-85mm zoom coverage; IGBT circuitry,http://img.bbystatic.com/BestBuy_US/images/products/1746/1746312_rc.jpg,HardGood,79.99,0,RPS,abcat0400000,abcat0410000,2
1746321,"DLC - 23"" Slider",Helps you create high-quality production shots; attaches directly to your tripod; also supports standalone use; heavy-duty anodized aluminum construction; self-lubricating glide rails; spirit level; tension adjustment,http://img.bbystatic.com/BestBuy_US/images/products/1746/1746321_500x500_sa.jpg,HardGood,119.99,0,DLC,abcat0400000,abcat0410000,2
1746349,RPS Studio - Softbox,Designed for use with most speedlite shoe-mount flashes; helps improve light and picture quality; folding design; includes cowl and fully adjustable mounting bracket,http://img.bbystatic.com/BestBuy_US/images/products/1746/1746349_500x500_sa.jpg,HardGood,130.0,0,RPS Studio,abcat0400000,abcat0410000,2
1746385,RPS - TTL Dedicated External Flash - Black,Compatible with most Nikon iTTL DSLR cameras; infrared AF assist beam; up to 90&#176; bounce; up to 330&#176; horizontal rotation; 28-85mm zoom coverage; IGBT circuitry,http://img.bbystatic.com/BestBuy_US/images/products/1746/1746385_rc.jpg,HardGood,79.99,0,RPS,abcat0400000,abcat0410000,2
1746394,DLC - 96-LED Video Light,Compatible with select DSLR cameras; 96 LEDs; high/low dimmer switch; daylight 5600&#176;K output; magnetic 3200&#176;K amber diffuser; high-definition format,http://img.bbystatic.com/BestBuy_US/images/products/1746/1746394_500x500_sa.jpg,HardGood,69.99,0,DLC,abcat0400000,abcat0410000,2
1746525,RPS Studio - 12' Heavy-Duty Convertible Boom Arm/Light Stand,Compatible with most strobes and constant lights weighing up to 4 lbs.; 12' maximum stand height; 6' maximum boom extension; 4 upright sections; 2 boom sections; air cushioning,http://img.bbystatic.com/BestBuy_US/images/products/1746/1746525_500x500_sa.jpg,HardGood,119.99,0,RPS Studio,abcat0400000,abcat0410000,2
1746534,"STX - Pro 55.25"" Tripod - Black","Compatible with select cameras weighing up to 6.6 lbs.; 55.25"" maximum extension height; folds down to 22""; 3-way pan head; reversible center column; 3-section design; 3 leg-angle positions; includes carrying bag",http://img.bbystatic.com/BestBuy_US/images/products/1746/1746534_rc.jpg,HardGood,79.99,0,STX,abcat0400000,abcat0410000,2
1746543,DLC - LED Video Light,Compatible with select DSLR cameras; 1300 lumens of brightness; 5600&#176;K daylight color temperature; 3200&#176;K panel; variable light output; 90&#176; angle of coverage,http://img.bbystatic.com/BestBuy_US/images/products/1746/1746543_500x500_sa.jpg,HardGood,129.99,0,DLC,abcat0400000,abcat0410000,2
1746552,DLC - V4 Rig,"Compatible with most DSLR cameras; enables ease of operation and stability while shooting; 3"" 2x viewer/magnifier; 180&#176; adjustable shoulder support; padded hand grip with 3/8"" female threads and 15mm rods",http://img.bbystatic.com/BestBuy_US/images/products/1746/1746552_500x500_sa.jpg,HardGood,99.99,0,DLC,abcat0400000,abcat0410000,2
1746589,RPS Studio - BeautiDish Kit,Designed for use with most Speedlite flashes; opaque and translucent deflectors; honeycomb grid; adjustable hardware; mounting rail,http://img.bbystatic.com/BestBuy_US/images/products/1746/1746589_500x500_sa.jpg,HardGood,209.99,0,RPS Studio,abcat0400000,abcat0410000,2
1746598,RPS - External Flash - Black,"Compatible with most Nikon iTTL cameras; ring design; guide number 46 (ISO 100'); round flash tube; auto check indicator; infrared autofocus assist beam; automatic TTL up to 15'; includes 55mm, 58mm, 62mm and 67mm adapter rings",http://img.bbystatic.com/BestBuy_US/images/products/1746/1746598_rc.jpg,HardGood,149.99,0,RPS,abcat0400000,abcat0410000,2
1746607,DLC - 256-LED Light,Compatible with most mirrorless DSLR cameras and camcorders featuring a shoe mount; also compatible with most shoe mount brackets; variable light output; accessory foot with tripod socket; accessory shoe; ball head with locking foot,http://img.bbystatic.com/BestBuy_US/images/products/1746/1746607_500x500_sa.jpg,HardGood,189.99,0,DLC,abcat0400000,abcat0410000,2
1746616,RPS Studio - 1000W Light Kit,"Improves lighting conditions for general photography purposes; two 500W, 10""-diameter aluminum reflectors; 2 ceramic sockets rated to 660W; two 4-section, extendable steel light stands; travel and storage box",http://img.bbystatic.com/BestBuy_US/images/products/1746/1746616_500x500_sa.jpg,HardGood,219.99,0,RPS Studio,abcat0400000,abcat0410000,2
1746625,DLC - 60-LED Ring Light,Compatible with most 52mm to 77mm filter-size lenses; 5500&#176;K color temperature; built-in dimmer switch,http://img.bbystatic.com/BestBuy_US/images/products/1746/1746625_500x500_sa.jpg,HardGood,129.99,0,DLC,abcat0400000,abcat0410000,2
1746652,RPS Studio - Heavy-Duty Boom and Stand Kit,2-section stand; 2-section boom arm with 180&#176; tilt and 360&#176; rotation; spigot; double-zippered sandbag counterweight,http://img.bbystatic.com/BestBuy_US/images/products/1746/1746652_500x500_sa.jpg,HardGood,159.99,0,RPS Studio,abcat0400000,abcat0410000,2
1746698,"DLC - 47"" Camera Slider",Helps you create high-quality production shots; attaches directly to your tripod; also supports stand-alone use; heavy-duty anodized aluminum construction; self-lubricating glide rails; spirit level; tension adjustment,http://img.bbystatic.com/BestBuy_US/images/products/1746/1746698_500x500_sa.jpg,HardGood,179.99,0,DLC,abcat0400000,abcat0410000,2
1746798,RPS Studio - 1500W 3-Umbrella Light Kit,"Improves photography lighting conditions; three 8"" focusing reflectors; three 36"" white umbrellas; three 500W Photoflood bulbs; three 4-section, extendable steel light stands; carry box",http://img.bbystatic.com/BestBuy_US/images/products/1746/1746798_500x500_sa.jpg,HardGood,189.99,0,RPS Studio,abcat0400000,abcat0410000,2
1746816,RPS - External Flash - Black,"Compatible with select Canon DSLR cameras; ring design; guide number 46 (ISO 100'); round flash tube; auto check indicator; infrared autofocus assist beam; automatic TTL up to 15'; includes 55mm, 58mm, 62mm and 67mm adapter rings",http://img.bbystatic.com/BestBuy_US/images/products/1746/1746816_rc.jpg,HardGood,149.99,0,RPS,abcat0400000,abcat0410000,2
1746825,RPS - TTL Digital Flash Bracket - Black,Compatible with select Canon Rebel Series digital cameras; for use with Canon eTTL2 flash systems; bounce control; tilt feature; extendable arm,http://img.bbystatic.com/BestBuy_US/images/products/1746/1746825_rc.jpg,HardGood,159.99,0,RPS,abcat0400000,abcat0410000,2
1746861,DLC - 60-LED Video Light,"Compatible with select hybrid DSLR cameras and camcorders; clean white 5600&#176;K light; rectangular design; includes a shoe mount with female 1/4""-20 thread, mini shoe mount adapter and mounting bracket",http://img.bbystatic.com/BestBuy_US/images/products/1746/1746861_500x500_sa.jpg,HardGood,89.99,0,DLC,abcat0400000,abcat0410000,2
1746907,RPS Studio - Self-Standing Reflector Panel,Aluminum frame with spring-loaded tubes; U-shaped stand with slip-resistant feet; folding frame and stand; adjustable stand,http://img.bbystatic.com/BestBuy_US/images/products/1746/1746907_500x500_sa.jpg,HardGood,219.99,0,RPS Studio,abcat0400000,abcat0410000,2
1746916,RPS - TTL Digital Flash Bracket - Black,Compatible with select Nikon 10-pin digital cameras; bounce control; tilt feature; extendable arm,http://img.bbystatic.com/BestBuy_US/images/products/1746/1746916_rc.jpg,HardGood,159.99,0,RPS,abcat0400000,abcat0410000,2
1746925,RPS - TTL Dedicated External Flash - Black,Compatible with most Canon eTTL DSLR cameras with a direct hot-shoe mount; infrared AF assist beam; up to 90&#176; bounce; up to 330&#176; horizontal rotation; 28-85mm zoom coverage; IGBT circuitry,http://img.bbystatic.com/BestBuy_US/images/products/1746/1746925_rc.jpg,HardGood,159.99,0,RPS,abcat0400000,abcat0410000,2
1746998,RPS - External Flash - Black,"Compatible with most Sony A DSLR cameras; guide number 92 (50mm, ISO 100); fully automatic TTL; zoom, bounce and swivel functions; auto check indicator; infrared autofocus assist beam; includes removable flash diffuser",http://img.bbystatic.com/BestBuy_US/images/products/1746/1746998_rc.jpg,HardGood,79.99,0,RPS,abcat0400000,abcat0410000,2
1747032,RPS Studio - 10' x 22' Heavy-Duty Background Stand,7 crossbar sections; 3 uprights; extends from 3.8' to 10'H; can be used as standard 10' wide stand; includes 2 heavy-duty nylon bags,http://img.bbystatic.com/BestBuy_US/images/products/1747/1747032_500x500_sa.jpg,HardGood,259.99,0,RPS Studio,abcat0400000,abcat0410000,2
1747041,RPS - Posing Stool - Black,"Padded seat; foot rest; heavy star-style base; 2"" pneumatic column; adjustable height; up to 360&#176; rotation; casters",http://img.bbystatic.com/BestBuy_US/images/products/1747/1747041_sa.jpg,HardGood,99.99,0,RPS,pcmcat312300050015,abcat0809000,2
1747069,RPS Studio - BeautiDish Kit,"Compatible with most Speedlite flashes; includes a 12"" dish, translucent and aluminum deflectors, a fabric diffuser, a mounting bracket with tilt, a retaining ring and a 1/4""-20-to-3/8"" insert adapter",http://img.bbystatic.com/BestBuy_US/images/products/1747/1747069_500x500_sa.jpg,HardGood,159.99,0,RPS Studio,abcat0400000,abcat0410000,2
1747087,RPS Studio - FloPod I Video Stabilizer,Compatible with most hybrid DSLR cameras; 3 drag control wheels; lock wheels; lock screw; adjustable comfort-grip handles; sawtooth lock,http://img.bbystatic.com/BestBuy_US/images/products/1747/1747087_500x500_sa.jpg,HardGood,359.99,0,RPS Studio,abcat0400000,abcat0410000,2
1747101,DLC - V11 Rig Kit,"Compatible with select DSLR cameras; includes rig, follow focus unit, matte box, mounting hardware and magnetic and keyed marking ring",http://img.bbystatic.com/BestBuy_US/images/products/1747/1747101_500x500_sa.jpg,HardGood,349.99,0,DLC,abcat0400000,abcat0410022,2
1747138,RPS - TTL Dedicated External Flash - Black,Compatible with most Nikon iTTL DSLR cameras with a direct hot-shoe mount; infrared AF assist beam; up to 90&#176; bounce; up to 330&#176; horizontal rotation; 28-85mm zoom coverage; IGBT circuitry,http://img.bbystatic.com/BestBuy_US/images/products/1747/1747138_rc.jpg,HardGood,159.99,0,RPS,abcat0400000,abcat0410000,2
1747147,DLC - 112-LED Video Light,"Compatible with select DSLR cameras and Sony Handycam models; clean white 5600&#176;K light; variable power output switch; rectangular design; includes a shoe mount with female 1/4""-20 thread and mounting bracket",http://img.bbystatic.com/BestBuy_US/images/products/1747/1747147_500x500_sa.jpg,HardGood,119.99,0,DLC,abcat0400000,abcat0410000,2
1747152,"Definitive Technology - Mythos Dual 3-1/2"" Loudspeaker - Black","DEFINITIVE TECHNOLOGY Mythos Dual 3-1/2"" Loudspeaker: 20-100W power handling per channel; dual 3-1/2"" XTDD anodized-aluminum-dome midrange/bass drivers; 1"" pure-aluminum-dome tweeter; dual 3-1/2"" anodized-aluminum domed bass radiators",http://img.bbystatic.com/BestBuy_US/images/products/1747/1747152_sa.jpg,HardGood,499.99,0,Definitive Technology,abcat0200000,pcmcat241600050001,2
1747161,"Definitive Technology - Mythos Dual 3-1/2"" Speaker - Black","DEFINITIVE TECHNOLOGY Mythos Dual 3-1/2"" Speaker: 20-100W power handling per channel; dual 3-1/2"" XTDD anodized-aluminum-dome midrange/bass drivers; 1"" pure-aluminum-dome tweeter; 1 speaker-level audio input",http://img.bbystatic.com/BestBuy_US/images/products/1747/1747161_sa.jpg,HardGood,279.99,0,Definitive Technology,abcat0200000,pcmcat241600050001,2
1747174,RPS Studio - 1500W Light Kit,"Improves lighting conditions for general photography purposes; three 500W, 10""-diameter aluminum reflectors; 3 ceramic sockets rated to 660W; three 4-section, extendable steel light stands; travel and storage box",http://img.bbystatic.com/BestBuy_US/images/products/1747/1747174_500x500_sa.jpg,HardGood,169.99,0,RPS Studio,abcat0400000,abcat0410000,2
